name,gender,cluster,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Abdoul,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,4,4,6,4,0,0,0,3,0,5,0,0,0
Armari,Boy,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enzo-Lee,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Rezwan,Boy,1,5,4,7,5,0,7,0,8,0,3,6,9,7,5,4,3,0,0,4,0,0,0,0,3,0,0,0,3,0
Arshaan,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,0,0,0,6
Israfil,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,4,5,0,5,0,3
Foyzul,Boy,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usama,Boy,1,24,17,38,27,47,24,4,0,0,3,5,5,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,8,6
Jas,Boy,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Arjon,Boy,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
Naite,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmydean,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Tudur,Boy,2,0,0,3,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Basit,Boy,4,4,4,0,0,4,0,0,3,5,5,5,8,7,8,3,4,3,3,3,5,5,0,6,4,3,4,5,0,0
Jasser,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0
Reis,Boy,1,6,17,9,11,7,12,9,9,7,9,7,17,4,7,7,8,5,11,16,9,11,14,12,11,11,5,11,9,14
Safa,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,3
Salmaan,Boy,4,3,12,6,10,10,7,9,11,10,9,8,11,9,9,10,14,8,7,8,0,6,7,6,9,5,3,6,6,3
Peter-John,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
Shiron,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Adar,Boy,0,0,0,0,0,0,0,0,0,0,6,4,5,5,9,4,4,3,8,4,3,0,7,4,0,3,3,0,0,5
Amor,Boy,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel,Boy,3,3,3,3,3,3,4,3,4,5,5,3,9,4,0,4,0,3,3,4,0,0,4,0,3,0,0,0,0,4
Ruwan,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Konstantine,Boy,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kobina,Boy,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tavish,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,4,0,0,5,0,0,4,0,4,3,0
Dave,Boy,3,0,9,5,9,4,7,6,14,12,15,7,13,13,4,11,9,6,4,5,5,7,5,3,12,11,10,11,5,12
Tajinder,Boy,1,4,3,4,4,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zebedee,Boy,3,4,4,0,4,4,0,6,5,11,10,8,13,12,13,7,10,7,14,13,17,10,19,15,9,11,13,14,6,12
Jung,Boy,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eri,Boy,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiko,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Arlo-Lee,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,7
Kray,Boy,2,0,0,5,3,12,7,4,6,5,6,6,5,3,5,6,0,0,4,4,4,4,6,12,5,0,3,9,7,4
Ahmadou,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,6,0,3,0
Stanley-George,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Shifran,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Muawiyah,Boy,2,0,0,0,3,4,0,0,0,4,4,0,0,3,3,0,0,3,3,10,9,0,3,6,0,7,5,4,5,5
Brodi-Lee,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Tanbeer,Boy,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kian-Lee,Boy,1,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,3,7,11,9,0,3,0,0,0,0,0,0,0
Nedas,Boy,1,0,0,0,0,0,0,0,0,0,6,16,8,6,0,7,3,9,5,3,0,5,3,5,8,0,6,5,0,0
Sylas,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,7,0,10,5,5,7,8
Jarel,Boy,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhaval,Boy,2,4,0,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kameron,Boy,0,23,27,34,49,53,53,49,54,54,43,47,41,39,36,39,33,28,22,19,22,13,13,12,13,9,3,7,6,7
Alfie-James,Boy,1,0,0,0,0,0,0,0,0,0,6,6,8,17,17,32,46,45,46,33,45,46,41,33,27,36,32,21,18,20
Tochukwu,Boy,3,0,0,0,0,4,0,3,0,0,0,0,0,6,3,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0
Yayha,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Maurya,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Amarian,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Danylo,Boy,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,8,6
Henri,Boy,0,22,24,30,28,23,25,29,32,35,50,42,50,45,35,43,52,76,81,81,82,73,53,76,44,51,54,47,39,34
Ahtsham,Boy,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior-J,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Caelum,Boy,3,0,3,0,0,4,0,0,0,5,3,0,7,4,0,3,3,7,3,4,4,0,3,3,7,4,0,3,3,4
Milad,Boy,1,4,4,3,0,4,5,0,6,3,5,5,4,12,6,11,6,15,11,8,0,12,8,5,4,4,4,12,8,7
Iosua,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,8,3,9,16,20,22,27,16,22,11,20
Manraaj,Boy,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,6,0,3,3,0,0
Damyan,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
Jemiah,Boy,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diljit,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Leonas,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,9,9,8,11,11,11,12
Aarondeep,Boy,2,12,8,9,10,4,9,4,9,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tega,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabeer,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaret,Boy,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hez,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Zenith,Boy,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,5,0,6,0,10
Mohammed-Musa,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,7,8,0,3,0,5
Faiq,Boy,2,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0
Angus,Boy,3,247,254,273,236,252,214,238,207,141,179,201,152,158,138,143,128,98,126,108,153,127,170,164,161,113,139,137,151,136
Dominick,Boy,0,17,13,11,7,11,8,12,4,12,16,8,7,16,8,10,11,11,12,11,13,15,12,16,12,10,7,7,3,8
Axton,Boy,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,7,14,22,13,20,24
Jackson-Lee,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,0
Teon,Boy,2,0,3,0,0,3,10,9,7,3,6,13,8,10,3,8,8,12,3,3,5,0,6,8,6,3,4,5,0,4
Luco,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0
Csongor,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0
Esosa,Boy,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0
Marcel,Boy,1,14,23,27,30,33,24,28,29,36,50,56,88,128,163,179,157,195,193,239,252,215,214,234,177,146,174,114,117,84
Kc,Boy,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oluwatoyosi,Boy,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mckye,Boy,1,0,0,0,0,0,0,3,0,0,6,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surjeet,Boy,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demid,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,3,0,0,0
Calumn,Boy,2,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raahil,Boy,0,0,0,0,0,0,0,0,0,5,0,0,5,4,5,11,5,6,7,4,0,4,4,3,0,0,0,0,4,0
Sabri,Boy,1,0,3,0,4,0,0,0,3,4,0,7,0,4,5,0,0,0,5,0,0,4,0,0,4,4,0,0,0,0
Javanie,Boy,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tore,Boy,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaynan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,6,6,4,0,0,6,0
Kevin-Andrei,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0
Keaon,Boy,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tymofii,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
Blake,Boy,1,154,147,167,184,229,181,215,261,322,361,399,577,749,623,618,831,1046,1083,1106,1024,893,799,733,646,583,771,619,509,507
Jainam,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismael,Boy,0,10,14,10,15,28,18,18,20,26,28,31,36,35,41,46,41,38,43,48,45,42,47,60,50,47,45,41,55,51
Desmond,Boy,3,6,11,7,6,8,9,7,7,11,7,12,14,10,22,14,10,9,14,13,9,8,13,11,6,12,11,12,9,12
Henry-John,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0
Zamari,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,5,4
Stanley,Boy,3,108,120,113,160,158,186,176,217,303,345,413,496,519,627,737,824,890,904,1059,1078,1019,914,877,922,751,724,609,582,523
Iustin,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,3,5,17,18,19,12,20,17,23,13,20,12
Dhilon,Boy,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinny-James,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Caleb-Jai,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Aavir,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Avitaaz,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17
Cuban,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
Loren,Boy,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oussaid,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Dhruvansh,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
Aahaan,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,0,3
Sascha,Boy,1,0,6,0,0,3,0,4,6,3,0,6,6,5,0,0,0,5,4,5,0,0,3,0,3,3,7,0,0,0
Sayan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,5,8,7,7,4,5,7,5,6,8,9,9,9,11
Krishaan,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Mohammmed,Boy,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angadbir,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Wentworth,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Adhvaith,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Zi,Boy,1,0,0,0,0,0,0,3,0,5,9,11,23,19,20,35,22,22,13,20,10,15,7,7,4,4,0,3,0,0
Berkan,Boy,2,3,4,4,5,5,4,9,9,6,7,4,8,0,4,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0
Ehaan,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,3,4,5,9,3,4,7,3,5,14
Ace,Boy,3,5,5,7,4,3,0,4,9,20,24,23,19,15,17,29,22,37,46,39,43,49,72,82,111,121,163,155,131,125
Zabe,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Tiberius,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,14,8,11,6,7,7,14,7,6,7,6
Addai,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Simba,Boy,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,3,0,0,5,5,0,0,3,4
Seph,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Yashvir,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
Armands,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,0,0,0,0,0,0
Esa,Boy,3,0,7,4,7,5,6,12,14,26,20,28,26,33,40,57,62,66,44,60,63,67,54,64,56,59,52,61,59,68
Aajay,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
Buddy,Boy,1,4,0,0,6,9,6,12,9,13,16,17,14,23,22,35,66,122,114,152,153,180,169,134,128,86,107,66,52,57
Ekamdeep,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
Archit,Boy,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0
Lui,Boy,2,4,7,5,0,5,5,13,9,7,7,8,16,8,13,7,10,6,5,3,5,6,8,7,5,4,4,0,0,0
Julius,Boy,1,13,22,20,22,22,17,23,28,25,23,24,27,26,24,32,21,23,17,22,33,21,41,31,24,34,31,28,30,20
Zbigniew,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Ashfaq,Boy,0,6,3,5,0,0,0,0,5,4,4,0,5,3,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0
Zennon,Boy,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Caradog,Boy,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philbert,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javed,Boy,1,10,11,8,7,0,4,6,0,5,4,8,5,3,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0
Cohen-Lee,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hassnain,Boy,0,3,8,0,5,4,4,8,0,6,5,8,3,9,3,3,3,5,0,7,4,4,5,0,0,3,0,0,0,0
Tobias-James,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0
Taryll,Boy,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kainan,Boy,4,0,5,3,3,0,0,0,0,0,0,0,3,0,8,12,3,10,9,6,4,3,4,6,5,0,4,3,4,3
Rilind,Boy,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elliss,Boy,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdulsalam,Boy,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,3,0,5,6,0,3,4,0,4,3,0,4,5,5
Shehzad,Boy,3,5,3,0,0,4,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,9
Amjad,Boy,3,6,4,4,0,3,9,4,6,6,5,4,3,5,5,6,4,6,6,4,9,7,3,10,5,12,6,9,9,5
Martial,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Martel,Boy,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,0,0
Mertcan,Boy,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddie-Ray,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Foivos,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Deimantas,Boy,4,0,0,0,0,0,0,0,0,0,0,3,0,6,9,4,4,6,12,5,8,6,5,7,3,5,5,0,4,3
Lazar,Boy,1,0,0,0,0,0,0,0,3,3,0,3,4,3,3,3,0,0,3,6,0,3,5,4,3,7,7,8,10,0
Leonardo,Boy,3,8,21,60,47,38,46,49,54,86,102,129,152,145,156,184,228,225,283,315,366,453,433,504,494,428,498,439,439,439
Shakiel,Boy,2,0,4,3,0,4,0,4,4,4,3,3,6,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Micaiah,Boy,3,0,3,0,4,0,0,0,0,4,4,6,11,3,15,8,9,11,12,20,21,9,9,16,18,20,15,10,16,26
Harpal,Boy,2,0,0,5,5,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiaan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Ciro,Boy,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,3,4,0,3,3,4,3,3,0
Alyn,Boy,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taofeek,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Danyel,Boy,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0
Eran,Boy,2,0,3,3,0,0,0,0,3,0,3,0,4,4,3,0,0,0,0,3,0,3,0,4,0,3,0,5,0,0
Blaze,Boy,1,3,4,5,8,5,7,5,4,3,9,6,8,14,14,6,15,13,15,3,11,14,11,8,4,11,9,10,11,8
Oluwabukunmi,Boy,1,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby-John,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0
Rawaz,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaos,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Atif,Boy,4,20,21,25,24,14,16,20,13,12,20,14,16,22,17,17,8,9,16,10,7,7,6,8,8,5,5,6,6,0
Masen,Boy,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,5,14,3,7,4,0,0,0,0,3,0,0,0,0
Dejuan,Boy,2,3,4,0,3,0,0,0,0,4,0,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Jezreel,Boy,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0
Thatcher,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0
Avnoor,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lee,Boy,3,1053,844,801,562,549,460,420,374,387,322,284,262,256,199,169,158,121,108,97,73,57,51,56,50,40,34,27,25,22
Niks,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0
Luca-Ray,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
Daniel-John,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Meilyr,Boy,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
Mohmad,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
Ultan,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Metkel,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Azraf,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Rishikesh,Boy,3,0,0,0,0,0,0,0,3,0,3,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D'Mari,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godswill,Boy,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,3,4,0,0,0,3,3,0
Nakul,Boy,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Aladdin,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Jastin,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,4,0,0,0
Mateen,Boy,0,3,6,5,0,5,3,4,4,7,7,4,11,4,9,8,5,11,14,6,5,15,7,12,9,4,8,10,11,11
Shakil,Boy,0,8,19,9,16,16,10,20,12,7,9,5,4,7,7,8,8,6,3,0,4,5,4,3,10,3,0,0,0,0
