name,gender,cluster,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Wahidul,Boy,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayes,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,6,10,11,8,12,8,23
Owais,Boy,1,10,9,12,13,16,36,29,26,35,34,51,36,54,59,42,40,44,30,40,35,39,27,22,14,18,34,21,39,26
Connaire,Boy,4,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loukas,Boy,0,3,3,0,3,5,6,0,5,0,5,4,8,0,3,5,9,4,8,3,6,6,11,9,6,12,4,11,9,7
Brantley,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Michael,Boy,1,4187,3704,3514,2869,2413,2237,1955,1987,1836,1627,1666,1600,1517,1385,1353,1364,1302,1200,1139,1165,1056,934,869,835,751,749,642,593,626
Shaan,Boy,1,22,17,19,23,26,27,35,32,36,33,48,48,40,47,50,49,43,34,26,24,29,41,26,31,21,23,25,19,23
Adab,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Samet,Boy,3,0,0,0,3,0,0,3,7,7,8,5,5,3,6,8,3,0,3,3,0,4,0,0,0,0,0,0,0,0
Mark-Junior,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,3,4,3,0,3,3,3
Easa,Boy,2,0,0,0,0,0,0,0,5,0,0,0,5,8,5,7,3,6,6,11,6,8,4,3,5,0,0,7,6,3
Iqbal,Boy,2,7,11,6,6,6,5,3,0,4,3,0,3,4,0,0,3,4,3,3,0,0,0,0,0,0,0,0,3,3
Dachi,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Llew,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,4,9,6,5,8,6,10,9,9,10,7
Abdul-Wahaab,Boy,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soorya,Boy,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic-Ionut,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Gift,Boy,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Devran,Boy,3,0,0,0,0,0,0,0,0,3,4,0,0,6,10,3,4,3,3,5,4,0,6,0,0,3,0,0,5,0
Argjent,Boy,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brynmor,Boy,3,4,0,0,0,3,4,0,5,3,3,0,3,4,0,0,0,0,0,0,3,0,3,4,5,0,0,0,0,0
Ansel,Boy,1,0,0,0,0,0,0,0,3,0,5,7,6,0,3,5,4,3,9,5,7,6,6,4,4,8,7,10,6,16
Wezley,Boy,3,3,5,0,3,0,3,0,4,5,6,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
T.J.,Boy,2,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dionis,Boy,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,6,0,0,0,5,4,0
Tyreeq,Boy,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vignesh,Boy,1,4,0,4,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0
Cillian,Boy,2,12,4,3,3,5,7,5,7,4,17,20,34,26,38,39,38,45,44,66,104,119,151,199,193,202,168,227,241,285
Radley,Boy,1,0,0,0,0,0,0,0,0,6,5,9,5,7,5,10,6,9,7,16,9,8,15,11,10,8,4,9,4,6
Kabiel,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,7,10
Arsen,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,0,5,0,4,0,8,0,3,0
Rishan,Boy,0,3,0,0,6,0,0,0,0,3,5,5,5,4,14,9,6,10,5,4,10,12,14,9,8,9,8,4,11,11
Romayne,Boy,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Orren,Boy,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,3,0,0,0,3,0,4,0,0,4,0,0
Gregorio,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,7,4
Ishmam,Boy,2,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaivik,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
Osayd,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
Oluwayanmife,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
Sidharth,Boy,0,0,0,0,0,0,0,0,4,3,4,3,3,4,4,5,3,5,4,5,3,9,6,5,6,3,6,3,0,4
Salahudeen,Boy,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,3,6,5,11,10,11,8,6,4,7,12,7,11,5,10
Koen,Boy,1,0,0,0,0,0,0,0,0,6,5,8,8,8,6,12,7,7,14,19,13,13,18,12,9,13,16,13,28,19
Tommaso,Boy,1,3,4,3,4,5,6,0,4,10,8,11,9,7,10,6,8,11,9,8,13,25,14,12,12,20,24,19,16,18
Sharun,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tydan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrian,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0
Shriyansh,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
Lokesh,Boy,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haakim,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Parker-Lee,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,6
Mukesh,Boy,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avidan,Boy,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Tommy-John,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,6,13,7,4,10,7
Olli,Boy,1,0,0,0,0,0,0,0,3,3,4,7,6,7,16,35,17,12,9,7,8,8,9,3,7,3,5,3,3,0
Zuko,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4
Ubaid,Boy,1,4,4,8,7,10,7,7,17,13,22,19,22,26,15,19,22,12,19,23,11,18,13,15,11,8,9,6,8,8
Muid,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauro,Boy,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,4,4,3,5,0,0
Rene,Boy,0,4,10,7,11,8,9,8,7,11,9,5,8,3,15,13,15,13,13,16,11,12,9,11,4,8,17,8,10,10
Izyan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,8,13,9,11,10,12,18,23,16,8
Mkenzie,Boy,1,0,0,0,0,0,0,0,0,0,3,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iftekhar,Boy,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nosson,Boy,1,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,4,12,3,0,3,0,0,0,0,5,6,4,0
Demian,Boy,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,3,6,0,0,3,3,4,11,6
Elton,Boy,0,0,0,0,0,5,3,8,3,6,3,8,8,4,3,3,3,5,3,4,0,7,0,4,12,14,12,17,20,21
Aftab,Boy,2,0,3,0,4,6,4,5,3,5,0,4,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
Khushil,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Edison,Boy,0,4,0,4,0,11,10,8,11,10,15,21,24,22,20,42,24,46,65,56,93,105,108,122,150,139,126,108,99,69
Ethaniel,Boy,4,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,3,4,3,0,0
Simas,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,14,6,7,6,7,6,4,0,0,5,0,4,3
Oluwadurotimi,Boy,1,3,3,0,0,3,0,0,0,0,4,0,0,3,0,4,0,3,0,0,3,0,0,4,0,5,0,0,0,0
Lakai,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,6,3,0,4,3,5,3,5,5,4,0,0
Tayfun,Boy,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osmond,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Behzad,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,3,3,0,0,0,0,0,3,0,0
Dragomir,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
Jagan,Boy,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jessiah,Boy,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
Peregrine,Boy,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,7,6,5,5,0,8,0,9,9,5
Denis,Boy,3,20,13,16,28,27,38,29,48,40,54,73,53,63,54,76,86,86,113,107,131,142,193,191,176,178,135,131,100,93
Asvin,Boy,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernestas,Boy,2,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,4,4,0,3,0,0,0,0,0,0,0,0,0
Rory-Lee,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0
Reece-Junior,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
Ranulf,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Harshaan,Boy,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,5,5,3,4,0,0,0,0,3,3,0,0
Teyo,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3
Matvii,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,11
Jediah,Boy,2,4,0,0,0,0,3,4,0,0,4,4,0,0,5,0,0,4,3,0,5,4,10,3,5,0,6,3,5,6
Riley-Jack,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,3,0,0,0,3,3,0
Rivah,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0
Cohan,Boy,3,3,3,3,0,0,0,0,3,5,8,12,13,10,15,18,18,18,13,23,18,23,30,16,20,28,20,9,9,20
Linford,Boy,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niko,Boy,1,5,6,7,0,5,7,3,4,6,10,5,6,12,12,15,20,19,20,31,24,38,25,33,37,42,69,78,78,77
Hanif,Boy,2,4,8,7,7,6,5,11,7,11,9,10,10,8,11,10,9,13,7,4,3,5,6,5,0,4,0,8,4,6
Fabrice,Boy,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0
Hosaam,Boy,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jair,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5
Clement,Boy,0,15,17,12,16,10,14,19,13,9,11,24,20,22,14,19,21,20,21,18,14,26,19,19,16,15,17,19,17,17
Hendricks,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3
Saahil,Boy,3,3,0,3,0,0,8,6,13,16,15,5,14,10,9,4,9,0,3,7,0,3,5,4,6,0,5,6,0,0
Dionisie,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zaryan,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,3
Kader,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Bonny,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Ronaldinho,Boy,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delon,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Alfred-James,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Dhruvin,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,5,0,0,0,3
Kristaps,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,4,0,0,0,0,0,0,0
Phelan,Boy,3,0,4,0,0,0,0,0,0,4,6,0,8,0,0,0,0,6,6,4,6,0,0,0,0,0,0,0,0,0
Aderemi,Boy,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Conaill,Boy,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson,Boy,1,8,11,6,8,8,6,8,8,10,5,10,3,10,8,5,11,8,10,7,6,7,7,5,10,3,3,4,0,0
Chadley,Boy,3,4,4,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0
Sean-Junior,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
Reagen,Boy,1,5,0,0,0,0,0,3,0,4,3,0,0,0,4,5,3,0,7,0,0,0,4,0,0,0,0,0,0,0
Mackenzie,Boy,3,45,40,56,60,80,92,182,381,441,510,437,393,361,272,195,145,112,90,58,45,30,32,31,20,25,27,24,23,34
Ekamjeet,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0
Jamali,Boy,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yanick,Boy,1,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozzi,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3
Nuh,Boy,0,0,0,0,0,0,5,0,0,0,4,6,5,4,8,9,12,7,12,14,17,26,18,31,28,32,28,31,47,34
Kyden,Boy,3,0,0,0,0,0,0,0,0,4,7,6,9,12,9,16,15,13,9,15,12,10,5,6,6,4,10,6,6,6
Gabrial,Boy,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Cieron,Boy,4,3,5,5,6,4,3,7,3,3,7,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Kristyan,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Pablo,Boy,1,11,22,19,21,15,23,18,28,21,24,33,42,42,37,37,30,17,23,22,31,24,32,40,31,29,31,27,30,31
Deniss,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,0,0,0,0,0,0,0,0
Sharad,Boy,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin,Boy,3,10,8,9,8,12,11,9,13,19,16,13,15,17,18,12,12,10,15,18,7,9,20,6,11,7,10,14,17,20
Muhamet,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Bunyamin,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Shalin,Boy,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harlo,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,4,16,16,17,15,12,13,28,34,17
Malo,Boy,3,0,0,0,0,0,4,3,4,3,0,0,3,0,0,3,0,0,10,0,0,0,0,4,0,7,10,5,5,5
Madoc,Boy,3,0,0,0,3,0,0,0,0,7,13,17,9,11,10,11,8,5,4,3,0,8,5,7,6,6,3,3,4,9
Balint,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,4,3,4,5,6,0,0,0,3,0
Lea,Boy,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naol,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Anjolaoluwa,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,4,4,3
Zlatan,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,3,0
Michael-John,Boy,3,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,4,0,3,0,0,0,0,3,3,6,0
Kamalpreet,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unays,Boy,1,0,0,0,0,3,0,5,3,0,0,5,0,3,0,0,3,3,0,3,0,0,4,3,0,0,0,0,0,0
Haneef,Boy,3,0,0,0,0,3,0,0,0,5,4,4,3,4,0,3,0,3,0,3,3,3,0,3,0,4,3,4,6,5
Ziggy,Boy,3,3,3,5,3,5,6,5,15,17,11,22,11,20,10,16,18,12,26,31,33,49,46,61,65,90,136,115,112,125
Sergej,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Timas,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,9,4,5,8,0,7,4,0,0,5,3,0
Tex,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Raeon,Boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Rassim,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Tifeoluwa,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,6,13
Izaiah,Boy,1,0,0,0,0,0,5,4,0,5,0,0,0,6,8,9,8,16,14,14,10,11,12,26,26,41,49,45,45,41
Jonel,Boy,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ervis,Boy,2,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarron,Boy,4,20,26,31,24,16,14,9,7,10,5,9,12,4,4,7,6,3,0,0,0,5,0,0,0,0,0,0,0,0
Kaelon,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0
Jelani,Boy,1,6,6,5,7,3,4,4,6,4,3,5,0,5,5,5,7,0,4,0,3,4,6,5,0,8,9,7,5,6
Tawhidul,Boy,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yair,Boy,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,4,0,3,3,3,0,0,3,4,3,6
Shashank,Boy,3,0,0,0,0,0,0,0,4,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Ranjeet,Boy,2,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke-James,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
Eashan,Boy,4,0,0,0,4,4,5,5,8,8,8,14,8,10,16,13,17,17,11,6,13,8,8,7,6,0,3,4,0,0
Azim,Boy,1,7,10,6,8,6,9,6,5,3,0,7,8,5,10,8,5,5,5,3,0,4,5,10,3,4,7,5,4,5
Jordon,Boy,3,231,285,255,233,204,167,117,77,59,28,23,21,32,24,18,13,9,7,4,4,7,9,7,8,5,6,3,6,5
Gaurav,Boy,2,11,5,12,14,12,4,10,11,10,10,8,9,8,7,6,7,5,4,9,4,3,4,5,0,5,5,0,0,0
Danveer,Boy,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Harveen,Boy,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arther,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
Zuhaan,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
Ridhwan,Boy,1,9,0,0,5,5,3,3,3,9,8,7,8,9,0,7,3,3,4,3,4,6,4,3,3,5,3,4,0,0
Loxley,Boy,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,6,5,6,24,22,25,18,18,10,19,15
Raph,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mukundi,Boy,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
Darwin,Boy,0,6,0,8,0,4,0,8,12,6,6,11,11,12,24,16,17,22,23,27,27,19,25,28,22,9,17,22,18,28
Ozias,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,3,6,4,7,4,16,20,19,20
Rueben-James,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0
Truman,Boy,1,4,0,3,0,5,0,4,3,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0
Akiel,Boy,4,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Aum,Boy,3,0,0,0,0,0,0,4,4,7,4,10,4,4,15,7,10,8,5,5,6,8,4,9,6,8,3,7,3,0
Mordche,Boy,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,3,0,3,7,3,4,5,5,3,0,4
Oladipupo,Boy,1,0,0,0,0,0,0,0,5,3,3,5,0,0,0,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0
Connan,Boy,2,0,3,7,3,3,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayyan,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Romani,Boy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Bento,Boy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5
Benediktas,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,4,4,0,0,0
Yashar,Boy,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0
Aleksandrs,Boy,2,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,3,8,12,4,8,8,6,8,6,0,3,3,0,0
Jaroslaw,Boy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cuan,Boy,3,0,0,0,4,3,3,0,3,0,0,3,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,5
Dilhan,Boy,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ala,Boy,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blu,Boy,0,3,0,0,5,5,6,5,6,4,5,8,8,14,12,12,7,11,17,16,18,22,20,23,39,28,23,26,23,10
Shemiah,Boy,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myran,Boy,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0
